"strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.beta.lac.4","n.plasmids","n.beta.lac","n.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.in","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","sulfonamide.resistant.sul","TEM.beta.lactamase","ampC.type.beta.lactamase","APH3","trimethoprim.resistant.dihydrofolate.reductase.dfr","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","AAC6.Ib.cr","OXA.beta.lactamase","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","no.x","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","no.y","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","new","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes","resistance"
"DA62972","linear",13.1163181465616,58821,7,"no",1,3,0,28,0,28,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187,25.5,0,25.5,93,0,93,44,0,44,55299.5,0,55299.5,98897.5,0,98897.5,31143,0,31143,28,0,55299.5,0,55299.5,25.5,0,25.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6717,9,25,3,1,0,117,17,3,0,0,0,10,0,15,3,0,0,0,1,0,0,204,5773.5,0,"nonHR"
"DA62974","circular",22.1758954010937,86661,0,"no",0,2,0,44,0,44,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.5,0,294.5,26,0,26,93,0,93,46,0,46,37888,0,37888,175909,0,175909,31247,0,31247,44,0,37888,0,37888,26,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1683,1,6,6,3,0,6,2,0,0,0,0,4,0,15,0,0,0,0,0,0,0,43,92649,0,"nonHR"
"DA62976","linear",24.4812060289756,104717,3,"no",1,3,0,131,0,131,55,55,0,5,0,5,3,0,3,2,0,2,0,0,0,0,157,0,157,31,0,31,1199,0,1199,353,0,353,45134,0,45134,133001,0,133001,33356,0,33356,131,0,45134,0,45134,31,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5382,2,0,4,2,0,27,0,0,0,0,0,7,0,16,95,0,0,0,0,0,0,153,10262.5,0,"nonHR"
"DA62978","circular",163.300519954319,93480,9,"no",2,4,6,0,48,48,22,0,22,0,12,12,0,7,7,0,3,3,0,2,2,0,0,85,85,0,46.5,46.5,0,821,821,0,821,821,0,26914.5,26914.5,0,59897.5,59897.5,0,25205,25205,0,22,0,16753.5,16753.5,0,31,31,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3668,59,12,0,19,0,43,6,0,0,25,0,7,1,16,0,16,1,0,0,0,0,205,2686,0,"HR"
"DA62980","circular",87.639863034522,138725,2,"no",2,3,3,0,14,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,26.5,0,45,45,0,84,84,0,31,31,0,218,218,0,89101.5,89101.5,0,30983,30983,0,14,0,218,218,0,45,45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3483,0,0,14,1,0,28,0,3,0,0,0,5,0,18,0,0,0,0,0,0,0,69,29307,0,"nonHR"
"DA62982","circular",82.5680393746516,141261,0,"no",0,3,0,39,0,39,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,29,0,29,93,0,93,44,0,44,76769,0,76769,138162,0,138162,34076,0,34076,39,0,76769,0,76769,29,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4094,32,12,0,21,0,47,8,0,0,6,0,14,1,14,6,0,1,0,0,0,0,162,2986.5,0,"nonHR"
"DA62984","circular",60.8284871823855,135928,1,"no",1,3,5,9,42,51,3,2,1,0,2,2,0,1,1,0,2,2,0,1,1,0,42,820,431,25,32.5,32,86,822,822,22,820,820,19460,6951,8540,120550.5,9230,91992,91992,9230,9230,9,0,19460,0,19460,25,0,25,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,6951,6951,0,32.5,32.5,0,0,0,0,0,0,0,11,3518,14,18,9,11,0,47,1,3,0,2,0,0,1,25,0,20,0,0,0,0,0,151,1043.5,0,"nonHR"
"DA62986","circular",38.5177562061264,123128,13,"no",5,3,0,13,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,38.5,28,0,28,93,0,93,35,0,35,13367,0,13367,89989,0,89989,31351,0,31351,13,0,13367,0,13367,28,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2783,0,0,4,2,0,16,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,43,35556.5,0,"nonHR"
"DA62988","circular",79.585738479348,123362,1,"no",1,3,2,51,22,73,19,12,7,12,0,12,0,0,0,1,0,1,0,0,0,0,633,174,403.5,54,23,32,821,86,821,94,33,94,8741,9990.5,8750,83770,89357,83790,54849,37574,37574,0,22,0,9990.5,9990.5,0,23,23,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51,0,8741,0,8741,54,0,54,0,0,0,0,0,0,0,14,3235,46,15,5,22,4,52,25,1,1,29,0,20,2,6,0,66,0,0,0,0,0,294,458.5,2,"nonHR"
"DA62990","circular",109.286567132183,119431,1,"no",1,1,1,0,12,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,26,26,0,36,36,0,26,26,0,18552,18552,0,45997,45997,0,42429,42429,0,12,0,18552,18552,0,26,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3081,24,3,3,27,0,8,2,1,0,7,0,4,1,12,0,0,1,0,0,0,0,93,88568.5,0,"nonHR"
"DA62992","circular",111.482647791363,90246,52,"no",6,1,0,10,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,26,0,26,36,0,36,26,0,26,24327,0,24327,47250,0,47250,43682,0,43682,10,0,24327,0,24327,26,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4026,14,3,9,23,0,33,1,1,0,8,0,4,3,12,0,0,1,0,0,0,0,112,3751.5,0,"nonHR"
"DA62994","circular",34.1411598021523,123612,2,"no",2,2,9,8,90,98,36,3,33,0,22,22,0,3,3,0,2,2,0,0,0,0,78,1939,1008.5,26,46,43.5,36,820,820,26,275,275,24326,27415.5,27415.5,45949,98571,96098.5,42429,46646,42429,8,0,24326,0,24326,26,0,26,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,0,27415.5,27415.5,0,46,46,0,0,0,0,0,0,0,15,2624,37,7,10,47,0,94,12,2,0,59,11,4,7,12,22,55,1,0,0,0,0,380,770.5,0,"nonHR"
"DA62996","circular",133.233124481118,192850,12,"no",3,2,2,0,31,31,8,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,109,109,0,33,33,0,124,124,0,35,35,0,3585,3585,0,66698,66698,0,31249,31249,0,31,0,3585,3585,0,33,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1843,8,2,2,14,0,14,2,0,0,23,0,2,4,13,0,0,1,0,0,0,0,85,19550,0,"nonHR"
"DA62998","circular",162.618567903929,100741,131,"no",9,2,1,8,60,68,41,3,38,0,3,3,0,1,1,0,0,0,0,0,0,0,78,1808,943,26,37.5,34,36,277,277,26,173,173,24327,50307,39271,45950,55190,55064,42429,20884,20884,8,0,24327,0,24327,26,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,50307,50307,0,37.5,37.5,0,0,0,0,0,0,0,15,3889,26,3,9,29,0,12,2,1,0,16,1,4,3,12,2,1,1,0,0,0,0,122,964,0,"HR"
"DA63000","circular",127.459582906209,151181,0,"no",0,2,0,29,0,29,16,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,225,0,225,26,0,26,106,0,106,46,0,46,42522,0,42522,147198,0,147198,32586,0,32586,29,0,42522,0,42522,26,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2133,10,4,2,8,0,22,6,3,0,1,0,2,1,10,0,5,0,0,0,0,0,74,5376.5,0,"nonHR"
"DA63002","circular",20.77086014632,94469,52,"yes",10,6,12,0,139,139,65,0,65,0,4,4,0,4,4,0,0,0,0,0,0,0,0,307,307,0,35,35,0,145,145,0,145,145,0,27650,27650,0,27668,27668,0,16848,16848,0,99,0,30457,30457,0,30,30,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40,0,22265.5,22265.5,0,40,40,0,0,0,0,0,0,0,13,4352,1,0,0,4,6,105,30,3,0,4,0,14,8,16,49,12,6,0,0,0,0,258,2616,0,"HR"
"DA63004","circular",39.1133759612724,103461,9,"no",4,3,5,29,10,39,16,16,0,0,2,2,0,0,0,0,0,0,0,0,0,0,225,0,225,26,55.5,29,85,170,170,46,0,46,41186,3187,26917,145644,0,145644,31250,0,31250,29,0,41186,0,41186,26,0,26,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,3187,3187,0,55.5,55.5,0,0,0,0,0,0,0,12,2472,3,4,2,22,0,1,6,0,0,5,4,2,1,12,0,4,0,0,0,0,0,66,2396,0,"nonHR"
"DA63006","circular",20.7708381242667,97550,0,"no",0,2,0,87,0,87,31,31,0,3,0,3,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,112,0,112,53,0,53,11330,0,11330,175663,0,175663,37574,0,37574,87,0,11330,0,11330,26,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,2,5,5,15,0,5,3,0,1,2,0,2,3,6,0,0,0,0,0,0,0,49,92821,0,"nonHR"
"DA63010","circular",89.9780134159128,145337,21,"no",3,2,0,41,0,41,8,8,0,13,0,13,0,0,0,0,0,0,0,0,0,0,109,0,109,43,0,43,205,0,205,35,0,35,337,0,337,66641,0,66641,31250,0,31250,41,0,337,0,337,43,0,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2555,8,0,2,10,0,33,2,0,0,5,0,2,7,13,0,0,0,0,0,0,0,82,19133.5,0,"nonHR"
"DA63012","circular",64.9220674615394,148013,8,"no",3,3,2,22,40,62,7,0,7,4,14,18,0,0,0,4,0,4,0,0,0,0,0,93,93,48,65.5,57.5,821,223,821,0,35,35,3300,319,1821,0,41185,41185,0,31247,31247,0,40,0,319,319,0,65.5,65.5,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22,0,3300,0,3300,48,0,48,0,0,0,0,0,0,0,11,3235,32,4,12,11,0,17,10,0,2,2,0,6,0,15,0,48,0,0,0,0,0,159,1972.5,0,"HR"
"DA63014","circular",108.126145828867,149388,1,"no",1,1,0,8,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,26,0,26,36,0,36,26,0,26,24327,0,24327,45950,0,45950,42429,0,42429,8,0,24327,0,24327,26,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2894,2,6,8,37,0,52,3,2,0,25,0,4,7,13,0,23,1,0,0,0,0,183,931.5,0,"nonHR"
"DA63016","linear",35.0342366922486,102624,6,"no",2,2,1,13,56,69,25,7,18,0,1,1,0,0,0,0,0,0,0,0,0,0,198,474,336,29,26,26,35,117,117,35,53,53,37471,6971,11376,42521,175526.5,173801,31149,74736,31149,13,56,37471,6971,11376,29,26,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1808,0,4,2,22,0,14,2,0,4,1,0,2,1,12,0,0,0,0,0,0,0,64,23503,0,"nonHR"
"DA63020","circular",101.290429761343,133850,1,"no",1,4,9,0,52,52,9,0,9,0,16,16,0,1,1,0,9,9,0,1,1,0,0,64.5,64.5,0,57,57,0,824,824,0,820,820,0,9449.5,9449.5,0,93751,93751,0,6705,6705,0,40,0,7084,7084,0,45.5,45.5,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,71178.5,71178.5,0,530.5,530.5,0,0,0,0,0,0,0,12,3177,11,12,33,5,0,47,0,0,0,12,6,8,6,29,0,36,0,4,0,0,0,209,791.5,0,"nonHR"
"DA63022","circular",68.8581173677995,123502,3,"no",3,3,3,0,134,134,34,0,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,377,377,0,30,30,0,225,225,0,41,41,0,17848.5,17848.5,0,129667,129667,0,22790,22790,0,134,0,17848.5,17848.5,0,30,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2492,7,2,0,7,0,18,14,3,0,2,0,11,3,16,5,0,6,0,0,0,0,94,33809,0,"nonHR"
"DA63024","circular",49.1207375633865,108750,1,"no",1,3,0,32,0,32,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,31.5,0,31.5,93,0,93,37,0,37,72569,0,72569,105596,0,105596,31052,0,31052,32,0,72569,0,72569,31.5,0,31.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9486,6,17,2,14,0,14,0,3,0,15,0,3,4,15,0,0,1,0,0,0,0,94,0,0,"nonHR"
"DA63026","circular",49.0364887882414,107303,23,"no",3,2,5,0,29,29,4,0,4,0,4,4,0,0,0,0,1,1,0,0,0,0,0,101,101,0,30,30,0,521,521,0,26,26,0,5295,5295,0,45997,45997,0,42429,42429,0,10,0,24327,24327,0,26,26,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3289,3289,0,32,32,0,0,0,0,0,0,0,13,2524,7,2,9,29,0,14,1,1,0,12,0,4,6,12,0,0,1,10,0,0,0,108,21670,0,"nonHR"
"DA63028","circular",118.42506070681,136684,1,"no",1,2,2,0,39,39,7,0,7,0,11,11,0,0,0,0,0,0,0,0,0,0,0,99,99,0,43,43,0,196,196,0,35,35,0,319,319,0,41186,41186,0,31250,31250,0,39,0,319,319,0,43,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2210,9,5,3,15,0,10,2,0,1,5,0,2,3,12,0,0,0,0,0,0,0,67,19550,0,"nonHR"
"DA63030","circular",55.2550886533807,105572,17,"no",4,4,9,52,62,114,14,9,5,14,16,30,4,0,4,6,2,8,4,0,4,0,1662,229,945.5,38,54,45.5,822,820,822,822,71,822,913.5,10170,6937,42429,56865,44189.5,8837,25793,8837,8,0,24327,0,24327,26,0,26,2,1,1,1,1,0,1,1,0,2,1,1,0,0,0,0,1,1,0,22,0,609.5,0,609.5,46,0,46,0,62,0,10170,10170,0,54,54,0,0,0,0,0,0,0,16,2417,30,2,10,47,0,78,1,1,0,44,11,4,2,12,2,91,1,0,9,0,0,345,755.5,0,"HR"
"DA63032","circular",128.766201799962,130127,2,"no",2,4,1,34,42,76,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,91,26,31,29,93,90,93,41,0,41,34136,3558,8631,93778,0,93778,31064,0,31064,34,0,34136,0,34136,26,0,26,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3558,3558,0,31,31,0,0,0,0,0,0,0,10,2183,22,0,10,5,0,2,4,0,0,1,0,12,1,18,0,0,1,0,0,0,0,76,36783.5,0,"nonHR"
"DA63034","circular",41.0761029540733,130129,3,"no",3,3,5,0,211,211,5,0,5,0,10,10,0,0,0,0,2,2,0,0,0,0,0,72,72,0,36,36,0,828,828,0,33,33,0,584,584,0,107023,107023,0,30998,30998,0,13,0,30998,30998,0,31,31,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,584,584,0,36,36,0,0,0,0,0,0,0,11,3636,0,24,4,23,0,7,15,4,0,5,10,6,0,22,0,0,0,10,0,0,0,130,5728,0,"nonHR"
"DA63036","circular",116.777492097396,139877,1,"no",1,3,0,116,0,116,19,19,0,2,0,2,0,0,0,0,0,0,0,0,0,0,252.5,0,252.5,26,0,26,144,0,144,38,0,38,369,0,369,160325,0,160325,31121,0,31121,116,0,369,0,369,26,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2980,4,0,7,1,0,10,11,0,0,0,0,0,0,13,1,0,0,0,0,0,0,47,49873,0,"nonHR"
"DA63038","circular",42.6537796079685,91051,1,"no",1,2,1,12,1,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,26,0,26,36,0,36,26,0,26,18552,0,18552,45997,0,45997,42429,0,42429,12,0,18552,0,18552,26,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3035,17,1,3,26,0,10,1,1,0,10,0,4,1,12,0,1,2,0,0,0,0,89,0,0,"HR"
"DA63040","circular",97.9699005304781,101068,1,"no",1,3,1,43,1,44,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,83,0,83,29,0,29,106,0,106,35,0,35,425,0,425,41139,0,41139,31247,0,31247,43,0,425,0,425,29,0,29,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3696,7,9,8,18,0,27,34,0,2,13,0,7,3,15,0,0,0,0,0,0,0,143,76224.5,0,"HR"
"DA63042","circular",132.596600808385,143516,0,"no",0,2,0,92,0,92,31,31,0,4,0,4,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11151.5,0,11151.5,175674,0,175674,37575,0,37575,92,0,11151.5,0,11151.5,26,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,1,3,6,15,0,5,5,0,2,3,0,2,3,6,0,0,0,0,0,0,0,51,92821,0,"nonHR"
"DA63044","linear",52.1203427255117,179973,0,"no",0,2,2,0,12,12,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110,110,0,29,29,0,106,106,0,29,29,0,18053.5,18053.5,0,49336,49336,0,45768,45768,0,12,0,18053.5,18053.5,0,29,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2011,2,4,8,2,0,4,6,0,0,4,0,7,0,17,0,0,0,0,0,0,0,54,0,0,"nonHR"
"DA63046","circular",48.4044139600329,110157,11,"yes",6,5,13,0,39,39,16,0,16,0,3,3,0,0,0,0,1,1,0,0,0,0,0,64,64,0,26,26,0,616,616,0,41,41,0,30081,30081,0,94881,94881,0,31839,31839,0,33,0,34183,34183,0,25,25,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2628.5,2628.5,0,102,102,0,0,0,0,0,0,0,11,6320,68,0,0,35,2,7,44,0,0,2,4,6,0,21,0,18,0,10,0,0,0,217,1002.5,0,"HR"
"DA63048","circular",100.526613943663,113753,13,"no",3,4,3,19,89,108,21,0,21,4,0,4,0,0,0,1,0,1,0,0,0,0,0,276.5,276.5,37,26,29,820,94,820,0,38,38,5326,3272,4781.5,0,155766,155766,0,87441,87441,0,89,0,3272,3272,0,26,26,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5326,0,5326,37,0,37,0,0,0,0,0,0,0,13,3235,31,1,14,11,0,24,5,0,0,5,2,0,8,16,9,18,1,0,0,0,0,145,23124.5,0,"nonHR"
"DA63050","circular",74.073977533608,183489,0,"no",0,2,0,24,0,24,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,97,0,97,23,0,23,106,0,106,33,0,33,11874,0,11874,104589.5,0,104589.5,37574,0,37574,24,0,11874,0,11874,23,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2433,2,2,5,11,0,8,3,1,1,1,0,2,6,6,0,0,0,0,0,0,0,48,24597,0,"nonHR"
"DA63052","circular",292.445838416595,72740,19,"no",2,3,2,24,43,67,8,0,8,0,16,16,0,0,0,0,0,0,0,0,0,0,0,109,109,34,70,43,95,241,241,0,35,35,3229,346,400,0,66641,66641,0,31250,31250,0,43,0,346,346,0,70,70,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3229,0,3229,34,0,34,0,0,0,0,0,0,0,10,2969,9,3,2,10,0,38,2,0,0,5,0,2,9,15,0,0,0,0,0,0,0,95,19548,0,"nonHR"
"DA63054","circular",111.684551432213,84220,1,"no",1,4,8,25,15,40,15,8,7,0,15,15,0,7,7,0,3,3,0,1,1,0,65,2455,82.5,33,207,77,84,820,820,29,820,820,336,21053,10608.5,109677,31478,65006,65006,21053,21053,25,0,336,0,336,33,0,33,2,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,15,0,21053,21053,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3644,23,6,18,12,0,38,10,11,2,13,0,8,1,25,20,70,0,0,0,0,0,257,802.5,2,"nonHR"
"DA63056","circular",53.611017652722,116798,5,"no",5,2,3,0,87,87,31,0,31,0,3,3,0,0,0,0,0,0,0,0,0,0,0,397,397,0,26,26,0,113,113,0,42,42,0,3159,3159,0,173834,173834,0,31214,31214,0,87,0,3159,3159,0,26,26,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2139,4,6,2,17,0,17,18,0,4,1,3,10,3,12,0,0,0,0,0,0,0,97,1060.5,0,"nonHR"
"DA63058","circular",31.6826031626007,118503,11,"no",2,3,1,32,19,51,8,8,0,5,2,7,0,0,0,0,2,2,0,0,0,0,109,0,109,34.5,33,34,142,1041,1041,35,0,35,1869,9694,8635,66641,0,66641,31250,0,31250,32,0,1869,0,1869,34.5,0,34.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9694,9694,0,33,33,0,0,0,0,0,0,0,11,3745,10,4,2,12,0,50,2,0,0,5,0,2,9,17,0,0,0,4,0,0,0,117,10411.5,0,"nonHR"
"DA63060","circular",148.51164888662,143371,17,"no",4,3,2,19,2,21,9,7,2,0,1,1,0,1,1,0,0,0,0,0,0,0,93,155,146,26,77.5,26,86,126,126,35,126,126,34947,8737.5,31247,41186,8737.5,41092,31247,8689,8689,19,0,34947,0,34947,26,0,26,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8737.5,8737.5,0,77.5,77.5,0,0,0,0,0,0,0,12,6596,11,4,15,12,0,33,33,2,2,16,0,6,0,15,0,6,0,0,0,0,0,155,492.5,0,"nonHR"
"DA63062","circular",37.6930215426351,76289,0,"no",0,2,0,22,0,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,152.5,26,0,26,99,0,99,37,0,37,29082.5,0,29082.5,133344,0,133344,31239,0,31239,22,0,29082.5,0,29082.5,26,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,1,5,5,6,0,25,6,1,2,3,0,0,3,16,0,0,0,0,0,0,0,73,92736,0,"nonHR"
